,sim_dom1,sim_dom2
50603,CBS,Frataxin_Cyay
50604,CBS,Nucleos_tra2_C
50605,CBS,Ribosomal_L14
50606,CBS,Ribosomal_L17
50607,CBS,Ribosomal_L10
50608,CBS,Ribosomal_L13
50609,CBS,OAS1_C
50610,CBS,FAD_binding_7
50611,CBS,Orn_DAP_Arg_deC
50612,CBS,PGM_PMM_I
50613,CBS,14-3-3
50614,CBS,Flavokinase
50615,CBS,Biopterin_H
50616,CBS,PGM_PMM_III
50617,CBS,RPE65
50618,CBS,GMP_PDE_delta
50619,CBS,SRF-TF
50620,CBS,Citrate_synt
50621,CBS,ATP-gua_PtransN
50622,CBS,Neil1-DNA_bind
50623,CBS,PGK
50624,Ribosomal_S6e,ProRS-C_1
50625,Ribosomal_S6e,PTPA
50626,Ribosomal_S6e,Glyco_transf_29
50627,Ribosomal_S6e,DUF1241
50628,Ribosomal_S6e,Dak2
50629,Ribosomal_S6e,Serpin
50630,Ribosomal_S6e,zf-AN1
50631,Ribosomal_S6e,ATP-synt
50632,Ribosomal_S6e,5_nucleotid_C
50633,Ribosomal_S6e,PX
50634,Ribosomal_S6e,Gln-synt_N
50635,Ribosomal_S6e,Ribosomal_S14
50636,Ribosomal_S6e,Hemerythrin
50637,Ribosomal_S6e,TPK_B1_binding
50638,Ribosomal_S6e,VKOR
50639,Ribosomal_S6e,Ribosomal_L11
50640,Ribosomal_S6e,Gal_Lectin
50641,Ribosomal_S6e,PAP_central
50642,Ribosomal_S6e,Ribosomal_S6
50643,Ribosomal_S6e,Ribosomal_S7
50644,Ribosomal_S6e,Sec1
50645,Ribosomal_S6e,Sec7
50646,Ribosomal_S6e,ribosomal_L24
50647,Ribosomal_S6e,Coprogen_oxidas
50648,Ribosomal_S6e,SecY
50649,Ribosomal_S6e,PROCN
50650,Ribosomal_S6e,RabGAP-TBC
50651,Ribosomal_S6e,SRP19
50652,Ribosomal_S6e,PEPCK_N
50653,Ribosomal_S6e,Rbsn
50654,Ribosomal_S6e,Urocanase_C
50655,Ribosomal_S6e,Isochorismatase
50656,Ribosomal_S6e,AA_kinase
50657,Ribosomal_S6e,Peptidase_M24
50658,Ribosomal_S6e,Na_Ca_ex
50659,Ribosomal_S6e,Molybdopterin
50660,Ribosomal_S6e,RNA_pol
50661,Ribosomal_S6e,PK_C
50662,Ribosomal_S6e,TPK_catalytic
50663,Ribosomal_S6e,MAPEG
50664,Ribosomal_S6e,Cation_ATPase_C
50665,Ribosomal_S6e,Nop
50666,Ribosomal_S6e,Ald_Xan_dh_C2
50667,Ribosomal_S6e,TspO_MBR
50668,Ribosomal_S6e,Disintegrin
50669,Ribosomal_S6e,Cbl_N3
50670,Ribosomal_S6e,Aldo_ket_red
50671,Ribosomal_S6e,Topo_C_assoc
50672,Ribosomal_S6e,zf-Sec23_Sec24
50673,Ribosomal_S6e,Topoisom_I_N
50674,Ribosomal_S6e,Aminotran_4
50675,Ribosomal_S6e,PRO8NT
50676,Ribosomal_S6e,Ribosomal_L5_C
50677,Ribosomal_S6e,Ald_Xan_dh_C
50678,Ribosomal_S6e,RNA_pol_N
50679,Ribosomal_S6e,HIN
50680,Ribosomal_S6e,SUFU_C
50681,Ribosomal_S6e,Cpn60_TCP1
50682,Ribosomal_S6e,ATP-synt_DE_N
50683,Ribosomal_S6e,Evr1_Alr
50684,Ribosomal_S6e,ASF1_hist_chap
50685,Ribosomal_S6e,DNA_pol_B_thumb
50686,Ribosomal_S6e,CDP-OH_P_transf
50687,Ribosomal_S6e,Gcd10p
50688,Ribosomal_S6e,PRMT5_C
50689,Ribosomal_S6e,DHHA1
50690,Ribosomal_S6e,ADK_lid
50691,Ribosomal_S6e,RNA_pol_Rpb1_2
50692,Ribosomal_S6e,RNA_pol_Rpb1_1
50693,Ribosomal_S6e,RNA_pol_Rpb1_4
50694,Ribosomal_S6e,RNA_pol_Rpb1_5
50695,Ribosomal_S6e,B12-binding_2
50696,Ribosomal_S6e,p450
50697,Ribosomal_S6e,Prenyltransf
50698,Ribosomal_S6e,TSP_3
50699,Ribosomal_S6e,ERAP1_C
50700,Ribosomal_S6e,FTO_CTD
50701,Ribosomal_S6e,G6PD_C
50702,Ribosomal_S6e,Ribosomal_S16
50703,Ribosomal_S6e,Ribosomal_S18
50704,Ribosomal_S6e,CTD_bind
50705,Ribosomal_S6e,RNB
50706,Ribosomal_S6e,AIRS_C
50707,Ribosomal_S6e,OLF
50708,Ribosomal_S6e,RNase_PH_C
50709,Ribosomal_S6e,Ribosomal_L4
50710,Ribosomal_S6e,Ribosomal_L6
50711,Ribosomal_S6e,Ribosomal_L1
50712,Ribosomal_S6e,Ribosomal_L16
50713,Ribosomal_S6e,Thymidylat_synt
50714,Ribosomal_S6e,Ribosomal_S8
50715,Ribosomal_S6e,Ribosomal_L9_N
50716,Ribosomal_S6e,Frataxin_Cyay
50717,Ribosomal_S6e,Nucleos_tra2_C
50718,Ribosomal_S6e,Ribosomal_L14
50719,Ribosomal_S6e,Ribosomal_L17
50720,Ribosomal_S6e,Ribosomal_L10
50721,Ribosomal_S6e,Ribosomal_L13
50722,Ribosomal_S6e,Acyl-CoA_dh_M
50723,Ribosomal_S6e,OAS1_C
50724,Ribosomal_S6e,FAD_binding_7
50725,Ribosomal_S6e,Orn_DAP_Arg_deC
50726,Ribosomal_S6e,PGM_PMM_I
50727,Ribosomal_S6e,14-3-3
50728,Ribosomal_S6e,Flavokinase
50729,Ribosomal_S6e,Biopterin_H
50730,Ribosomal_S6e,PGM_PMM_III
50731,Ribosomal_S6e,Carb_anhydrase
50732,Ribosomal_S6e,RPE65
50733,Ribosomal_S6e,GMP_PDE_delta
50734,Ribosomal_S6e,SRF-TF
50735,Ribosomal_S6e,Citrate_synt
50736,Ribosomal_S6e,ATP-gua_PtransN
50737,Ribosomal_S6e,Neil1-DNA_bind
50738,Ribosomal_S6e,PGK
50739,Gal_Lectin,ProRS-C_1
50740,Gal_Lectin,PTPA
50741,Gal_Lectin,Glyco_transf_29
50742,Gal_Lectin,DUF1241
50743,Gal_Lectin,Dak2
50744,Gal_Lectin,Serpin
50745,Gal_Lectin,zf-AN1
50746,Gal_Lectin,ATP-synt
50747,Gal_Lectin,5_nucleotid_C
50748,Gal_Lectin,PX
50749,Gal_Lectin,Gln-synt_N
50750,Gal_Lectin,Ribosomal_S14
50751,Gal_Lectin,Hemerythrin
50752,Gal_Lectin,TPK_B1_binding
50753,Gal_Lectin,VKOR
50754,Gal_Lectin,Ribosomal_L11
50755,Gal_Lectin,PAP_central
50756,Gal_Lectin,Ribosomal_S6
50757,Gal_Lectin,Ribosomal_S7
50758,Gal_Lectin,Sec1
50759,Gal_Lectin,Sec7
50760,Gal_Lectin,ribosomal_L24
50761,Gal_Lectin,Coprogen_oxidas
50762,Gal_Lectin,SecY
50763,Gal_Lectin,PROCN
50764,Gal_Lectin,RabGAP-TBC
50765,Gal_Lectin,SRP19
50766,Gal_Lectin,PEPCK_N
50767,Gal_Lectin,Rbsn
50768,Gal_Lectin,Urocanase_C
50769,Gal_Lectin,Isochorismatase
50770,Gal_Lectin,AA_kinase
50771,Gal_Lectin,Peptidase_M24
50772,Gal_Lectin,Na_Ca_ex
50773,Gal_Lectin,Molybdopterin
50774,Gal_Lectin,RNA_pol
50775,Gal_Lectin,PK_C
50776,Gal_Lectin,TPK_catalytic
50777,Gal_Lectin,MAPEG
50778,Gal_Lectin,Cation_ATPase_C
50779,Gal_Lectin,Nop
50780,Gal_Lectin,Ald_Xan_dh_C2
50781,Gal_Lectin,TspO_MBR
50782,Gal_Lectin,Disintegrin
50783,Gal_Lectin,Cbl_N3
50784,Gal_Lectin,Aldo_ket_red
50785,Gal_Lectin,Topo_C_assoc
50786,Gal_Lectin,zf-Sec23_Sec24
50787,Gal_Lectin,Topoisom_I_N
50788,Gal_Lectin,Aminotran_4
50789,Gal_Lectin,PRO8NT
50790,Gal_Lectin,Ribosomal_L5_C
50791,Gal_Lectin,Ald_Xan_dh_C
50792,Gal_Lectin,RNA_pol_N
50793,Gal_Lectin,HIN
50794,Gal_Lectin,SUFU_C
50795,Gal_Lectin,Cpn60_TCP1
50796,Gal_Lectin,ATP-synt_DE_N
50797,Gal_Lectin,Evr1_Alr
50798,Gal_Lectin,ASF1_hist_chap
50799,Gal_Lectin,DNA_pol_B_thumb
50800,Gal_Lectin,CDP-OH_P_transf
50801,Gal_Lectin,Gcd10p
50802,Gal_Lectin,PRMT5_C
50803,Gal_Lectin,DHHA1
50804,Gal_Lectin,ADK_lid
50805,Gal_Lectin,RNA_pol_Rpb1_2
50806,Gal_Lectin,RNA_pol_Rpb1_1
50807,Gal_Lectin,RNA_pol_Rpb1_4
50808,Gal_Lectin,RNA_pol_Rpb1_5
50809,Gal_Lectin,B12-binding_2
50810,Gal_Lectin,p450
50811,Gal_Lectin,Prenyltransf
50812,Gal_Lectin,TSP_3
50813,Gal_Lectin,ERAP1_C
50814,Gal_Lectin,FTO_CTD
50815,Gal_Lectin,G6PD_C
50816,Gal_Lectin,Ribosomal_S16
50817,Gal_Lectin,Ribosomal_S18
50818,Gal_Lectin,CTD_bind
50819,Gal_Lectin,RNB
50820,Gal_Lectin,AIRS_C
50821,Gal_Lectin,OLF
50822,Gal_Lectin,RNase_PH_C
50823,Gal_Lectin,Ribosomal_L4
50824,Gal_Lectin,Ribosomal_L6
50825,Gal_Lectin,Ribosomal_L1
50826,Gal_Lectin,Ribosomal_L16
50827,Gal_Lectin,Thymidylat_synt
50828,Gal_Lectin,Ribosomal_S8
50829,Gal_Lectin,Ribosomal_L9_N
50830,Gal_Lectin,Frataxin_Cyay
50831,Gal_Lectin,Nucleos_tra2_C
50832,Gal_Lectin,Ribosomal_L14
50833,Gal_Lectin,Ribosomal_L17
50834,Gal_Lectin,Ribosomal_L10
50835,Gal_Lectin,Ribosomal_L13
50836,Gal_Lectin,Acyl-CoA_dh_M
50837,Gal_Lectin,OAS1_C
50838,Gal_Lectin,FAD_binding_7
50839,Gal_Lectin,Orn_DAP_Arg_deC
50840,Gal_Lectin,PGM_PMM_I
50841,Gal_Lectin,14-3-3
50842,Gal_Lectin,Flavokinase
50843,Gal_Lectin,Biopterin_H
50844,Gal_Lectin,PGM_PMM_III
50845,Gal_Lectin,Carb_anhydrase
50846,Gal_Lectin,RPE65
50847,Gal_Lectin,GMP_PDE_delta
50848,Gal_Lectin,SRF-TF
50849,Gal_Lectin,Citrate_synt
50850,Gal_Lectin,ATP-gua_PtransN
50851,Gal_Lectin,Neil1-DNA_bind
50852,Gal_Lectin,PGK
50853,PAP_central,ProRS-C_1
50854,PAP_central,PTPA
50855,PAP_central,Glyco_transf_29
50856,PAP_central,DUF1241
50857,PAP_central,Dak2
50858,PAP_central,Serpin
50859,PAP_central,zf-AN1
50860,PAP_central,ATP-synt
50861,PAP_central,5_nucleotid_C
50862,PAP_central,PX
50863,PAP_central,Gln-synt_N
50864,PAP_central,Ribosomal_S14
50865,PAP_central,Hemerythrin
50866,PAP_central,TPK_B1_binding
50867,PAP_central,VKOR
50868,PAP_central,Ribosomal_L11
50869,PAP_central,Ribosomal_S6
50870,PAP_central,Ribosomal_S7
50871,PAP_central,Sec1
50872,PAP_central,Sec7
50873,PAP_central,ribosomal_L24
50874,PAP_central,Coprogen_oxidas
50875,PAP_central,SecY
50876,PAP_central,PROCN
50877,PAP_central,RabGAP-TBC
50878,PAP_central,SRP19
50879,PAP_central,PEPCK_N
50880,PAP_central,Rbsn
50881,PAP_central,Urocanase_C
50882,PAP_central,Isochorismatase
50883,PAP_central,AA_kinase
50884,PAP_central,Peptidase_M24
50885,PAP_central,Na_Ca_ex
50886,PAP_central,Molybdopterin
50887,PAP_central,RNA_pol
50888,PAP_central,PK_C
50889,PAP_central,TPK_catalytic
50890,PAP_central,MAPEG
50891,PAP_central,Cation_ATPase_C
50892,PAP_central,Nop
50893,PAP_central,Ald_Xan_dh_C2
50894,PAP_central,TspO_MBR
50895,PAP_central,Disintegrin
50896,PAP_central,Cbl_N3
50897,PAP_central,Aldo_ket_red
50898,PAP_central,Topo_C_assoc
50899,PAP_central,zf-Sec23_Sec24
50900,PAP_central,Topoisom_I_N
50901,PAP_central,Aminotran_4
50902,PAP_central,PRO8NT
50903,PAP_central,Ribosomal_L5_C
50904,PAP_central,Ald_Xan_dh_C
50905,PAP_central,RNA_pol_N
50906,PAP_central,HIN
50907,PAP_central,SUFU_C
50908,PAP_central,Cpn60_TCP1
50909,PAP_central,ATP-synt_DE_N
50910,PAP_central,Evr1_Alr
50911,PAP_central,ASF1_hist_chap
50912,PAP_central,DNA_pol_B_thumb
50913,PAP_central,CDP-OH_P_transf
50914,PAP_central,Gcd10p
50915,PAP_central,PRMT5_C
50916,PAP_central,DHHA1
50917,PAP_central,ADK_lid
50918,PAP_central,RNA_pol_Rpb1_2
50919,PAP_central,RNA_pol_Rpb1_1
50920,PAP_central,RNA_pol_Rpb1_4
50921,PAP_central,RNA_pol_Rpb1_5
50922,PAP_central,B12-binding_2
50923,PAP_central,p450
50924,PAP_central,Prenyltransf
50925,PAP_central,TSP_3
50926,PAP_central,ERAP1_C
50927,PAP_central,FTO_CTD
50928,PAP_central,G6PD_C
50929,PAP_central,Ribosomal_S16
50930,PAP_central,Ribosomal_S18
50931,PAP_central,CTD_bind
50932,PAP_central,RNB
50933,PAP_central,AIRS_C
50934,PAP_central,OLF
50935,PAP_central,RNase_PH_C
50936,PAP_central,Ribosomal_L4
50937,PAP_central,Ribosomal_L6
50938,PAP_central,Ribosomal_L1
50939,PAP_central,Ribosomal_L16
50940,PAP_central,Thymidylat_synt
50941,PAP_central,Ribosomal_S8
50942,PAP_central,Ribosomal_L9_N
50943,PAP_central,Frataxin_Cyay
50944,PAP_central,Nucleos_tra2_C
50945,PAP_central,Ribosomal_L14
50946,PAP_central,Ribosomal_L17
50947,PAP_central,Ribosomal_L10
50948,PAP_central,Ribosomal_L13
50949,PAP_central,Acyl-CoA_dh_M
50950,PAP_central,OAS1_C
50951,PAP_central,FAD_binding_7
50952,PAP_central,Orn_DAP_Arg_deC
50953,PAP_central,PGM_PMM_I
50954,PAP_central,14-3-3
50955,PAP_central,Flavokinase
50956,PAP_central,Biopterin_H
50957,PAP_central,PGM_PMM_III
50958,PAP_central,Carb_anhydrase
50959,PAP_central,RPE65
50960,PAP_central,GMP_PDE_delta
50961,PAP_central,SRF-TF
50962,PAP_central,Citrate_synt
50963,PAP_central,ATP-gua_PtransN
50964,PAP_central,Neil1-DNA_bind
50965,PAP_central,PGK
50966,Ribosomal_S6,ProRS-C_1
50967,Ribosomal_S6,PTPA
50968,Ribosomal_S6,Glyco_transf_29
50969,Ribosomal_S6,DUF1241
50970,Ribosomal_S6,Dak2
50971,Ribosomal_S6,Serpin
50972,Ribosomal_S6,zf-AN1
50973,Ribosomal_S6,ATP-synt
50974,Ribosomal_S6,5_nucleotid_C
50975,Ribosomal_S6,PX
50976,Ribosomal_S6,Gln-synt_N
50977,Ribosomal_S6,Ribosomal_S14
50978,Ribosomal_S6,Hemerythrin
50979,Ribosomal_S6,TPK_B1_binding
50980,Ribosomal_S6,VKOR
50981,Ribosomal_S6,Ribosomal_L11
50982,Ribosomal_S6,Ribosomal_S7
50983,Ribosomal_S6,Sec1
50984,Ribosomal_S6,Sec7
50985,Ribosomal_S6,ribosomal_L24
50986,Ribosomal_S6,Coprogen_oxidas
50987,Ribosomal_S6,SecY
50988,Ribosomal_S6,PROCN
50989,Ribosomal_S6,RabGAP-TBC
50990,Ribosomal_S6,SRP19
50991,Ribosomal_S6,PEPCK_N
50992,Ribosomal_S6,Rbsn
50993,Ribosomal_S6,Urocanase_C
50994,Ribosomal_S6,Isochorismatase
50995,Ribosomal_S6,AA_kinase
50996,Ribosomal_S6,Peptidase_M24
50997,Ribosomal_S6,Na_Ca_ex
50998,Ribosomal_S6,Molybdopterin
50999,Ribosomal_S6,RNA_pol
51000,Ribosomal_S6,PK_C
51001,Ribosomal_S6,TPK_catalytic
51002,Ribosomal_S6,MAPEG
51003,Ribosomal_S6,Cation_ATPase_C
51004,Ribosomal_S6,Nop
51005,Ribosomal_S6,Ald_Xan_dh_C2
51006,Ribosomal_S6,TspO_MBR
51007,Ribosomal_S6,Disintegrin
51008,Ribosomal_S6,Cbl_N3
51009,Ribosomal_S6,Aldo_ket_red
51010,Ribosomal_S6,Topo_C_assoc
51011,Ribosomal_S6,zf-Sec23_Sec24
51012,Ribosomal_S6,Topoisom_I_N
51013,Ribosomal_S6,Aminotran_4
51014,Ribosomal_S6,PRO8NT
51015,Ribosomal_S6,Ribosomal_L5_C
51016,Ribosomal_S6,Ald_Xan_dh_C
51017,Ribosomal_S6,RNA_pol_N
51018,Ribosomal_S6,HIN
51019,Ribosomal_S6,SUFU_C
51020,Ribosomal_S6,Cpn60_TCP1
51021,Ribosomal_S6,ATP-synt_DE_N
51022,Ribosomal_S6,Evr1_Alr
51023,Ribosomal_S6,ASF1_hist_chap
51024,Ribosomal_S6,DNA_pol_B_thumb
51025,Ribosomal_S6,CDP-OH_P_transf
51026,Ribosomal_S6,Gcd10p
51027,Ribosomal_S6,PRMT5_C
51028,Ribosomal_S6,DHHA1
51029,Ribosomal_S6,ADK_lid
51030,Ribosomal_S6,RNA_pol_Rpb1_2
51031,Ribosomal_S6,RNA_pol_Rpb1_1
51032,Ribosomal_S6,RNA_pol_Rpb1_4
51033,Ribosomal_S6,RNA_pol_Rpb1_5
51034,Ribosomal_S6,B12-binding_2
51035,Ribosomal_S6,p450
51036,Ribosomal_S6,Prenyltransf
51037,Ribosomal_S6,TSP_3
51038,Ribosomal_S6,ERAP1_C
51039,Ribosomal_S6,FTO_CTD
51040,Ribosomal_S6,G6PD_C
51041,Ribosomal_S6,Ribosomal_S16
51042,Ribosomal_S6,Ribosomal_S18
51043,Ribosomal_S6,CTD_bind
51044,Ribosomal_S6,RNB
51045,Ribosomal_S6,AIRS_C
51046,Ribosomal_S6,OLF
51047,Ribosomal_S6,RNase_PH_C
51048,Ribosomal_S6,Ribosomal_L4
51049,Ribosomal_S6,Ribosomal_L6
51050,Ribosomal_S6,Ribosomal_L1
51051,Ribosomal_S6,Ribosomal_L16
51052,Ribosomal_S6,Thymidylat_synt
51053,Ribosomal_S6,Ribosomal_S8
51054,Ribosomal_S6,Ribosomal_L9_N
51055,Ribosomal_S6,Frataxin_Cyay
51056,Ribosomal_S6,Nucleos_tra2_C
51057,Ribosomal_S6,Ribosomal_L14
51058,Ribosomal_S6,Ribosomal_L17
51059,Ribosomal_S6,Ribosomal_L10
51060,Ribosomal_S6,Ribosomal_L13
51061,Ribosomal_S6,Acyl-CoA_dh_M
51062,Ribosomal_S6,OAS1_C
51063,Ribosomal_S6,FAD_binding_7
51064,Ribosomal_S6,Orn_DAP_Arg_deC
51065,Ribosomal_S6,PGM_PMM_I
51066,Ribosomal_S6,14-3-3
51067,Ribosomal_S6,Flavokinase
51068,Ribosomal_S6,Biopterin_H
51069,Ribosomal_S6,PGM_PMM_III
51070,Ribosomal_S6,Carb_anhydrase
51071,Ribosomal_S6,RPE65
51072,Ribosomal_S6,GMP_PDE_delta
51073,Ribosomal_S6,SRF-TF
51074,Ribosomal_S6,Citrate_synt
51075,Ribosomal_S6,ATP-gua_PtransN
51076,Ribosomal_S6,Neil1-DNA_bind
51077,Ribosomal_S6,PGK
51078,Ribosomal_S7,ProRS-C_1
51079,Ribosomal_S7,PTPA
51080,Ribosomal_S7,Glyco_transf_29
51081,Ribosomal_S7,DUF1241
51082,Ribosomal_S7,Dak2
51083,Ribosomal_S7,Serpin
51084,Ribosomal_S7,zf-AN1
51085,Ribosomal_S7,ATP-synt
51086,Ribosomal_S7,5_nucleotid_C
51087,Ribosomal_S7,PX
51088,Ribosomal_S7,Gln-synt_N
51089,Ribosomal_S7,Ribosomal_S14
51090,Ribosomal_S7,Hemerythrin
51091,Ribosomal_S7,TPK_B1_binding
51092,Ribosomal_S7,VKOR
51093,Ribosomal_S7,Ribosomal_L11
51094,Ribosomal_S7,Sec1
51095,Ribosomal_S7,Sec7
51096,Ribosomal_S7,ribosomal_L24
51097,Ribosomal_S7,Coprogen_oxidas
51098,Ribosomal_S7,SecY
51099,Ribosomal_S7,PROCN
51100,Ribosomal_S7,RabGAP-TBC
51101,Ribosomal_S7,SRP19
51102,Ribosomal_S7,PEPCK_N
51103,Ribosomal_S7,Rbsn
51104,Ribosomal_S7,Urocanase_C
51105,Ribosomal_S7,Isochorismatase
51106,Ribosomal_S7,AA_kinase
51107,Ribosomal_S7,Peptidase_M24
51108,Ribosomal_S7,Na_Ca_ex
51109,Ribosomal_S7,Molybdopterin
51110,Ribosomal_S7,RNA_pol
51111,Ribosomal_S7,PK_C
51112,Ribosomal_S7,TPK_catalytic
51113,Ribosomal_S7,MAPEG
51114,Ribosomal_S7,Cation_ATPase_C
51115,Ribosomal_S7,Nop
51116,Ribosomal_S7,Ald_Xan_dh_C2
51117,Ribosomal_S7,TspO_MBR
51118,Ribosomal_S7,Disintegrin
51119,Ribosomal_S7,Cbl_N3
51120,Ribosomal_S7,Aldo_ket_red
51121,Ribosomal_S7,Topo_C_assoc
51122,Ribosomal_S7,zf-Sec23_Sec24
51123,Ribosomal_S7,Topoisom_I_N
51124,Ribosomal_S7,Aminotran_4
51125,Ribosomal_S7,PRO8NT
51126,Ribosomal_S7,Ribosomal_L5_C
51127,Ribosomal_S7,Ald_Xan_dh_C
51128,Ribosomal_S7,RNA_pol_N
51129,Ribosomal_S7,HIN
51130,Ribosomal_S7,SUFU_C
51131,Ribosomal_S7,Cpn60_TCP1
51132,Ribosomal_S7,ATP-synt_DE_N
51133,Ribosomal_S7,Evr1_Alr
51134,Ribosomal_S7,ASF1_hist_chap
51135,Ribosomal_S7,DNA_pol_B_thumb
51136,Ribosomal_S7,CDP-OH_P_transf
51137,Ribosomal_S7,Gcd10p
51138,Ribosomal_S7,PRMT5_C
51139,Ribosomal_S7,DHHA1
51140,Ribosomal_S7,ADK_lid
51141,Ribosomal_S7,RNA_pol_Rpb1_2
51142,Ribosomal_S7,RNA_pol_Rpb1_1
51143,Ribosomal_S7,RNA_pol_Rpb1_4
51144,Ribosomal_S7,RNA_pol_Rpb1_5
51145,Ribosomal_S7,B12-binding_2
51146,Ribosomal_S7,p450
51147,Ribosomal_S7,Prenyltransf
51148,Ribosomal_S7,TSP_3
51149,Ribosomal_S7,ERAP1_C
51150,Ribosomal_S7,FTO_CTD
51151,Ribosomal_S7,G6PD_C
51152,Ribosomal_S7,Ribosomal_S16
51153,Ribosomal_S7,Ribosomal_S18
51154,Ribosomal_S7,CTD_bind
51155,Ribosomal_S7,RNB
51156,Ribosomal_S7,AIRS_C
51157,Ribosomal_S7,OLF
51158,Ribosomal_S7,RNase_PH_C
51159,Ribosomal_S7,Ribosomal_L4
51160,Ribosomal_S7,Ribosomal_L6
51161,Ribosomal_S7,Ribosomal_L1
51162,Ribosomal_S7,Ribosomal_L16
51163,Ribosomal_S7,Thymidylat_synt
51164,Ribosomal_S7,Ribosomal_S8
51165,Ribosomal_S7,Ribosomal_L9_N
51166,Ribosomal_S7,Frataxin_Cyay
51167,Ribosomal_S7,Nucleos_tra2_C
51168,Ribosomal_S7,Ribosomal_L14
51169,Ribosomal_S7,Ribosomal_L17
51170,Ribosomal_S7,Ribosomal_L10
51171,Ribosomal_S7,Ribosomal_L13
51172,Ribosomal_S7,Acyl-CoA_dh_M
51173,Ribosomal_S7,OAS1_C
51174,Ribosomal_S7,FAD_binding_7
51175,Ribosomal_S7,Orn_DAP_Arg_deC
51176,Ribosomal_S7,PGM_PMM_I
51177,Ribosomal_S7,14-3-3
51178,Ribosomal_S7,Flavokinase
51179,Ribosomal_S7,Biopterin_H
51180,Ribosomal_S7,PGM_PMM_III
51181,Ribosomal_S7,Carb_anhydrase
51182,Ribosomal_S7,RPE65
51183,Ribosomal_S7,GMP_PDE_delta
51184,Ribosomal_S7,SRF-TF
51185,Ribosomal_S7,Citrate_synt
51186,Ribosomal_S7,ATP-gua_PtransN
51187,Ribosomal_S7,Neil1-DNA_bind
51188,Ribosomal_S7,PGK
51189,Glyco_transf_29,ProRS-C_1
51190,Glyco_transf_29,PTPA
51191,Glyco_transf_29,DUF1241
51192,Glyco_transf_29,Dak2
51193,Glyco_transf_29,ATP-synt
51194,Glyco_transf_29,5_nucleotid_C
51195,Glyco_transf_29,Gln-synt_N
51196,Glyco_transf_29,Ribosomal_S14
51197,Glyco_transf_29,Hemerythrin
51198,Glyco_transf_29,TPK_B1_binding
51199,Glyco_transf_29,VKOR
51200,Glyco_transf_29,Ribosomal_L11
51201,Glyco_transf_29,Sec1
51202,Glyco_transf_29,ribosomal_L24
51203,Glyco_transf_29,Coprogen_oxidas
51204,Glyco_transf_29,SecY
51205,Glyco_transf_29,PROCN
51206,Glyco_transf_29,SRP19
51207,Glyco_transf_29,PEPCK_N
51208,Glyco_transf_29,Rbsn
51209,Glyco_transf_29,Urocanase_C
51210,Glyco_transf_29,Isochorismatase
51211,Glyco_transf_29,AA_kinase
51212,Glyco_transf_29,Peptidase_M24
51213,Glyco_transf_29,Molybdopterin
51214,Glyco_transf_29,RNA_pol
51215,Glyco_transf_29,PK_C
51216,Glyco_transf_29,TPK_catalytic
51217,Glyco_transf_29,MAPEG
51218,Glyco_transf_29,Ald_Xan_dh_C2
51219,Glyco_transf_29,TspO_MBR
51220,Glyco_transf_29,Cbl_N3
51221,Glyco_transf_29,Topo_C_assoc
51222,Glyco_transf_29,zf-Sec23_Sec24
51223,Glyco_transf_29,Topoisom_I_N
51224,Glyco_transf_29,Aminotran_4
51225,Glyco_transf_29,PRO8NT
51226,Glyco_transf_29,Ribosomal_L5_C
51227,Glyco_transf_29,Ald_Xan_dh_C
51228,Glyco_transf_29,RNA_pol_N
51229,Glyco_transf_29,HIN
51230,Glyco_transf_29,SUFU_C
51231,Glyco_transf_29,ATP-synt_DE_N
51232,Glyco_transf_29,Evr1_Alr
51233,Glyco_transf_29,ASF1_hist_chap
51234,Glyco_transf_29,DNA_pol_B_thumb
51235,Glyco_transf_29,CDP-OH_P_transf
51236,Glyco_transf_29,Gcd10p
51237,Glyco_transf_29,PRMT5_C
51238,Glyco_transf_29,DHHA1
51239,Glyco_transf_29,ADK_lid
51240,Glyco_transf_29,RNA_pol_Rpb1_2
51241,Glyco_transf_29,RNA_pol_Rpb1_1
51242,Glyco_transf_29,RNA_pol_Rpb1_4
51243,Glyco_transf_29,RNA_pol_Rpb1_5
51244,Glyco_transf_29,B12-binding_2
51245,Glyco_transf_29,Prenyltransf
51246,Glyco_transf_29,ERAP1_C
51247,Glyco_transf_29,FTO_CTD
51248,Glyco_transf_29,G6PD_C
51249,Glyco_transf_29,Ribosomal_S16
51250,Glyco_transf_29,Ribosomal_S18
51251,Glyco_transf_29,CTD_bind
51252,Glyco_transf_29,RNB
51253,Glyco_transf_29,AIRS_C
51254,Glyco_transf_29,RNase_PH_C
51255,Glyco_transf_29,Ribosomal_L4
51256,Glyco_transf_29,Ribosomal_L6
51257,Glyco_transf_29,Ribosomal_L1
51258,Glyco_transf_29,Ribosomal_L16
51259,Glyco_transf_29,Thymidylat_synt
51260,Glyco_transf_29,Ribosomal_S8
51261,Glyco_transf_29,Ribosomal_L9_N
51262,Glyco_transf_29,Frataxin_Cyay
51263,Glyco_transf_29,Nucleos_tra2_C
51264,Glyco_transf_29,Ribosomal_L14
51265,Glyco_transf_29,Ribosomal_L17
51266,Glyco_transf_29,Ribosomal_L10
51267,Glyco_transf_29,Ribosomal_L13
51268,Glyco_transf_29,OAS1_C
51269,Glyco_transf_29,FAD_binding_7
51270,Glyco_transf_29,Orn_DAP_Arg_deC
51271,Glyco_transf_29,PGM_PMM_I
